Gene name	Module
AT5G11150	Purple
AT5G11160	Blue
AT5G11170	Greenyellow
AT5G11180	Brown
AT5G11190	Purple
AT5G11200	Yellow
AT5G11210	Green
AT5G11220	Pink
AT5G11230	Pink
AT5G11240	Yellow
AT5G11242	Turquoise
AT5G11250	Turquoise
AT5G11260	Grey
AT5G11270	Purple
AT5G11280	Greenyellow
AT5G11290	Green
AT5G11300	Blue
AT5G11310	Yellow
AT5G11320	Grey
AT5G11330	Turquoise
AT5G11340	Yellow
AT5G11350	Grey
AT5G11360	Salmon
AT5G11380	Purple
AT5G11390	Pink
AT5G11400	Steelblue
AT5G11410	Grey
AT5G11412	Black
AT5G11420	Turquoise
AT5G11425	Grey
AT5G11430	Yellow
AT5G11440	Brown
AT5G11450	Purple
AT5G11460	Blue
AT5G11470	Blue
AT5G11480	Purple
AT5G11490	Brown
AT5G11500	Greenyellow
AT5G11510	Blue
AT5G11520	Lightgreen
AT5G11530	Salmon
AT5G11540	Brown
AT5G11550	Blue
AT5G11560	Greenyellow
AT5G11570	Brown
AT5G11580	Turquoise
AT5G11590	Purple
AT5G11600	Green
AT5G11610	Turquoise
AT5G11620	Grey
AT5G11630	Yellow
AT5G11640	Yellow
AT5G11650	Red
AT5G11660	Pink
AT5G11670	Green
AT5G11680	Red
AT5G11690	Blue
AT5G11700	Green
AT5G11710	Grey
AT5G11720	Turquoise
AT5G11730	Green
AT5G11740	Greenyellow
AT5G11750	Yellow
AT5G11760	Greenyellow
AT5G11770	Greenyellow
AT5G11780	Blue
AT5G11790	Turquoise
AT5G11800	Grey
AT5G11810	Pink
AT5G11820	Grey
AT5G11830	Magenta
AT5G11840	Turquoise
AT5G11850	Green
AT5G11860	Lightgreen
AT5G11870	Grey
AT5G11880	Purple
AT5G11890	Blue
AT5G11900	Greenyellow
AT5G11910	Grey
AT5G11920	Green
AT5G11930	Grey
AT5G11940	Cyan
AT5G11950	Grey
AT5G11960	Grey
AT5G11970	Green
AT5G11977	Saddlebrown
AT5G11980	Blue
AT5G11990	Grey
AT5G12000	Magenta
AT5G12010	Green
AT5G12020	Red
AT5G12030	Red
AT5G12040	Turquoise
AT5G12050	Purple
AT5G12060	Darkorange
AT5G12070	Cyan
AT5G12080	Yellow
AT5G12100	Yellow
AT5G12110	Purple
AT5G12120	Grey
AT5G12130	Purple
AT5G12140	Greenyellow
AT5G12150	Turquoise
AT5G12170	Pink
AT5G12180	Magenta
AT5G12190	Greenyellow
AT5G12200	Green
AT5G12210	Green
AT5G12220	Yellow
AT5G12230	Red
AT5G12235	Grey
AT5G12240	Grey
AT5G12250	Turquoise
AT5G12260	Blue
AT5G12270	Salmon
AT5G12280	Cyan
AT5G12290	Yellow
AT5G12300	Grey
AT5G12310	Grey
AT5G12320	Greenyellow
AT5G12330	Cyan
AT5G12340	Red
AT5G12350	Grey
AT5G12360	Blue
AT5G12370	Blue
AT5G12380	Cyan
AT5G12390	Red
AT5G12400	Grey
AT5G12410	Yellow
AT5G12420	Grey
AT5G12430	Green
AT5G12440	Blue
AT5G12450	Grey
AT5G12460	Pink
AT5G12470	Greenyellow
AT5G12480	Green
AT5G12840	Red
AT5G12850	Blue
AT5G12860	Turquoise
AT5G12870	Pink
AT5G12880	Green
AT5G12890	Red
AT5G12900	Blue
AT5G12910	Tan
AT5G12920	Blue
AT5G12930	Salmon
AT5G12940	Blue
AT5G12950	Purple
AT5G12960	Magenta
AT5G12970	Blue
AT5G12980	Blue
AT5G12990	Tan
AT5G13000	Blue
AT5G13010	Red
AT5G13020	Grey
AT5G13030	Turquoise
AT5G13050	Grey
AT5G13060	Blue
AT5G13070	Greenyellow
AT5G13080	Lightgreen
AT5G13090	Grey
AT5G13100	Grey
AT5G13110	Brown
AT5G13120	Purple
AT5G13130	Black
AT5G13140	Purple
AT5G13150	Brown
AT5G13160	Red
AT5G13170	Pink
AT5G13180	Grey
AT5G13181	Grey
AT5G13190	Red
AT5G13200	Red
AT5G13210	Red
AT5G13220	Red
AT5G13225	Midnightblue
AT5G13230	Yellow
AT5G13240	Turquoise
AT5G13250	Brown
AT5G13260	Blue
AT5G13270	Royalblue
AT5G13280	Yellow
AT5G13290	Blue
AT5G13300	Grey
AT5G13310	Grey
AT5G13320	Green
AT5G13330	Lightgreen
AT5G13340	Grey
AT5G13350	Lightcyan
AT5G13360	Grey
AT5G13370	Darkred
AT5G13380	Black
AT5G13390	Grey
AT5G13400	Purple
AT5G13410	Turquoise
AT5G13420	Greenyellow
AT5G13430	Greenyellow
AT5G13440	Greenyellow
AT5G13450	Greenyellow
AT5G13460	Blue
AT5G13470	Grey
AT5G13475	Grey
AT5G13480	Yellow
AT5G13485	Pink
AT5G13490	Yellow
AT5G13500	Green
AT5G13510	Turquoise
AT5G13520	Blue
AT5G13530	Grey
AT5G13550	Red
AT5G13560	Grey
AT5G13570	Grey
AT5G13580	Brown
AT5G13590	Green
AT5G13600	Pink
AT5G13610	Yellow
AT5G13620	Darkorange
AT5G13630	Turquoise
AT5G13640	Turquoise
AT5G13650	Turquoise
AT5G13655	Grey
AT5G13660	Tan
AT5G13670	Tan
AT5G13680	Yellow
AT5G13690	Purple
AT5G13700	Red
AT5G13710	Grey
AT5G13720	Turquoise
AT5G13730	Turquoise
AT5G13740	Turquoise
AT5G13750	Red
AT5G13760	Lightgreen
AT5G13770	Turquoise
AT5G13780	Greenyellow
AT5G13790	Pink
AT5G13800	Red
AT5G13810	Red
AT5G13820	Red
AT5G13825	Tan
AT5G13830	Yellow
AT5G13840	Blue
AT5G13850	Greenyellow
AT5G13860	Green
AT5G13870	Brown
AT5G13880	Lightgreen
AT5G13890	Yellow
AT5G13900	Brown
AT5G13910	Brown
AT5G13920	Blue
AT5G13930	Grey
AT5G13940	Lightcyan
AT5G13950	Turquoise
AT5G13960	Blue
AT5G13970	Yellow
AT5G13980	Blue
AT5G13990	Magenta
AT5G14000	Cyan
AT5G14010	Lightyellow
AT5G14020	Brown
AT5G14030	Greenyellow
AT5G14040	Greenyellow
AT5G14050	Yellow
AT5G14060	Turquoise
AT5G14070	Pink
AT5G14080	Grey
AT5G14090	Turquoise
AT5G14100	Purple
AT5G14105	Yellow
AT5G14110	Grey
AT5G14120	Turquoise
AT5G14130	Tan
AT5G14140	Blue
AT5G14150	Cyan
AT5G14160	Black
AT5G14170	Cyan
AT5G14180	Grey
AT5G14200	Grey
AT5G14210	Blue
AT5G14220	Purple
AT5G14230	Blue
AT5G14240	Greenyellow
AT5G14250	Yellow
AT5G14260	Turquoise
AT5G14270	Green
AT5G14280	Tan
AT5G14290	Black
AT5G14300	Lightyellow
AT5G14310	Red
AT5G14320	Turquoise
AT5G14330	Brown
AT5G14340	Brown
AT5G14345	Darkgrey
AT5G14350	Purple
AT5G14360	Grey
AT5G14370	Turquoise
AT5G14380	Magenta
AT5G14390	Grey
AT5G14400	Grey
AT5G14410	Blue
AT5G14420	Grey
AT5G14430	Grey
AT5G14440	Yellow
AT5G14450	Purple
AT5G14460	Purple
AT5G14470	Magenta
AT5G14480	Magenta
AT5G14490	Darkgreen
AT5G14500	Pink
AT5G14510	Pink
AT5G14520	Yellow
AT5G14530	Grey
AT5G14540	Grey
AT5G14545	Grey
AT5G14550	Grey
AT5G14560	Grey
AT5G14565	Turquoise
AT5G14570	Turquoise
AT5G14580	Yellow
AT5G14590	Grey
AT5G14600	Yellow
AT5G14602	Magenta
AT5G14610	Blue
AT5G14620	Pink
AT5G14640	Grey
AT5G14650	Grey
AT5G14660	Purple
AT5G14670	Lightcyan
AT5G14680	Grey
AT5G14690	Brown
AT5G14700	Grey
AT5G14710	Grey
AT5G14720	Turquoise
AT5G14730	Green
AT5G14740	Turquoise
AT5G14750	Brown
AT5G14760	Black
AT5G14770	Yellow
AT5G14780	Turquoise
AT5G14790	Blue
AT5G14800	Greenyellow
AT5G14820	Blue
AT5G14830.A	Orange
AT5G14830.B	Salmon
AT5G14840	Darkred
AT5G14850	Grey
AT5G14860	Tan
AT5G14870	Magenta
AT5G14880	Grey
AT5G14890	Magenta
AT5G14900	Midnightblue
AT5G14910	Turquoise
AT5G14920	Blue
AT5G14930	Green
AT5G14940	Grey
AT5G14950	Green
AT5G14960	Grey
AT5G14970	Turquoise
AT5G14980	Black
AT5G14990	Lightcyan
AT5G14995	Pink
AT5G15000	Tan
AT5G15010	Yellow
AT5G15020	Red
AT5G15022	Yellow
AT5G15030	Magenta
AT5G15040	Magenta
AT5G15050	Purple
AT5G15060	Lightyellow
AT5G15070	Blue
AT5G15080	Grey
AT5G15090	Greenyellow
AT5G15100	Magenta
AT5G15110	Magenta
AT5G15120	Salmon
AT5G15130	Brown
AT5G15140	Magenta
AT5G15150	Blue
AT5G15160	Purple
AT5G15170	Blue
AT5G15180	Brown
AT5G15190	Red
AT5G15200	Greenyellow
AT5G15210	Blue
AT5G15220	Yellow
AT5G15230	Blue
AT5G15240	Grey
AT5G15250	Lightgreen
AT5G15254	Red
AT5G15260	Red
AT5G15265	Brown
AT5G15270	Grey
AT5G15280	Blue
AT5G15290	Saddlebrown
AT5G15300	Yellow
AT5G15310	Turquoise
AT5G15320	Greenyellow
AT5G15330	Grey
AT5G15340	Royalblue
AT5G15350	Blue
AT5G15360	Orange
AT5G15380	Salmon
AT5G15390	Purple
AT5G15400	Grey
AT5G15410	Turquoise
AT5G15420	Orange
AT5G15430	Magenta
AT5G15440	Grey
AT5G15450	Turquoise
AT5G15460	Blue
AT5G15470	Brown
AT5G15480	Lightyellow
AT5G15490	Grey
AT5G15500	Red
AT5G15510	Blue
AT5G15520	Yellow
AT5G15530	Blue
AT5G15540	Grey
AT5G15550	Yellow
AT5G15570	Yellow
AT5G15580	Blue
AT5G15581	Blue
AT5G15600	Magenta
AT5G15610	Yellow
AT5G15620	Black
AT5G15630	Pink
AT5G15640	Green
AT5G15650	Greenyellow
AT5G15660	Black
AT5G15670	Black
AT5G15680	Grey
AT5G15690	Orange
AT5G15700	Yellow
AT5G15710	Salmon
AT5G15720	Cyan
AT5G15725	Brown
AT5G15730	Green
AT5G15740	Blue
AT5G15750	Yellow
AT5G15760	Purple
AT5G15770	Blue
AT5G15780	Purple
AT5G15790	Blue
AT5G15800	Salmon
AT5G15802	Purple
AT5G15810	Yellow
AT5G15820	Black
AT5G15830	Brown
AT5G15833	Grey60
AT5G15840	Grey
AT5G15845	Grey
AT5G15850	Grey
AT5G15853	Skyblue
AT5G15860	Darkred
AT5G15870	Red
AT5G15880	Grey
AT5G15890	Brown
AT5G15900	Brown
AT5G15910	Grey
AT5G15920	Yellow
AT5G15930	Grey
AT5G15940	Grey
AT5G15948	Grey
AT5G15950	Grey
AT5G15960	Black
AT5G15970	Turquoise
AT5G15980	Yellow
AT5G16000	Blue
AT5G16010	Turquoise
AT5G16020	Magenta
AT5G16023	Midnightblue
AT5G16030	Turquoise
AT5G16040	Yellow
AT5G16050	Greenyellow
AT5G16060	Yellow
AT5G16070	Yellow
AT5G16080	Green
AT5G16090	Lightyellow
AT5G16100	Magenta
AT5G16110	Red
AT5G16120	Red
AT5G16130	Greenyellow
AT5G16140	Purple
AT5G16150	Turquoise
AT5G16160	Grey
AT5G16170	Green
AT5G16180	Turquoise
AT5G16190	Grey
AT5G16200	Red
AT5G16210	Brown
AT5G16220	Green
AT5G16230	Grey
AT5G16235	Grey
AT5G16240	Grey
AT5G16250	Blue
AT5G16260	Salmon
AT5G16270	Cyan
AT5G16280	Grey
AT5G16290	Royalblue
AT5G16300	Brown
AT5G16310	Grey
AT5G16320	Black
AT5G16330	Brown
AT5G16340	Grey
AT5G16350	Turquoise
AT5G16360	Red
AT5G16370	Red
AT5G16380	Red
AT5G16390	Blue
AT5G16400	Turquoise
AT5G16410	Turquoise
AT5G16420	Royalblue
AT5G16430	Magenta
AT5G16440	Grey
AT5G16450	Red
AT5G16453	Salmon
AT5G16460	Darkred
AT5G16470	Greenyellow
AT5G16480	Magenta
AT5G16486	Grey
AT5G16490	Grey
AT5G16500	Magenta
AT5G16510	Black
AT5G16520	Green
AT5G16530	Grey
AT5G16540	Turquoise
AT5G16550	Grey
AT5G16560	Grey
AT5G16570	Grey
AT5G16590	Blue
AT5G16600	Grey
AT5G16610	Grey
AT5G16620	Purple
AT5G16630	Grey
AT5G16640	Blue
AT5G16650	Turquoise
AT5G16660	Turquoise
AT5G16680	Red
AT5G16690	Blue
AT5G16700	Lightyellow
AT5G16710	Turquoise
AT5G16715	Purple
AT5G16720	Blue
AT5G16730	Grey
AT5G16740	Grey
AT5G16750	Yellow
AT5G16760	Greenyellow
AT5G16770	Brown
AT5G16780	Grey
AT5G16790	Blue
AT5G16800	Red
AT5G16810	Turquoise
AT5G16820	Green
AT5G16830	Red
AT5G16840	Greenyellow
AT5G16850	Yellow
AT5G16860	Yellow
AT5G16870	Blue
AT5G16880	Red
AT5G16890	Blue
AT5G16900	Brown
AT5G16910	Green
AT5G16920	Black
AT5G16930	Yellow
AT5G16940	Turquoise
AT5G16950	Yellow
AT5G16960	Black
AT5G16970	Turquoise
AT5G16980	Red
AT5G16990	Tan
AT5G17000	Green
AT5G17010	Grey
AT5G17020	Yellow
AT5G17030	Black
AT5G17040	Grey
AT5G17050	Grey
AT5G17060	Green
AT5G17070	Yellow
AT5G17080	Lightyellow
AT5G17090	Salmon
AT5G17100	Orange
AT5G17110	Pink
AT5G17120	Darkorange
AT5G17130	Cyan
AT5G17150	Tan
AT5G17160	Blue
AT5G17165	Grey
AT5G17170	Turquoise
AT5G17180	Black
AT5G17190	Greenyellow
AT5G17200	Black
AT5G17210	Salmon
AT5G17220	Tan
AT5G17230	Turquoise
AT5G17240	Yellow
AT5G17250	Blue
AT5G17260	Grey
AT5G17270	Yellow
AT5G17280	Grey
AT5G17290	Red
AT5G17300	Grey
AT5G17310	Turquoise
AT5G17320	Tan
AT5G17330	Brown
AT5G17340	Black
AT5G17350	Red
AT5G17360	Grey
AT5G17370	Green
AT5G17380	Lightgreen
AT5G17390	Lightgreen
AT5G17400	Magenta
AT5G17410	Blue
AT5G17420	Pink
AT5G17430	Brown
AT5G17440	Green
AT5G17450	Red
AT5G17460	Green
AT5G17470	Pink
AT5G17480	Lightcyan
AT5G17490	Grey
AT5G17500	Darkgrey
AT5G17510	Yellow
AT5G17520	Turquoise
AT5G17523	Turquoise
AT5G17530	Purple
AT5G17540	Lightcyan
AT5G17550	Grey
AT5G17560	Turquoise
AT5G17570	Purple
AT5G17580	Black
AT5G17590	Magenta
AT5G17600	Turquoise
AT5G17610	Grey
AT5G17620	Blue
AT5G17630	Blue
AT5G17640	Grey
AT5G17650	Red
AT5G17660	Purple
AT5G17670	Turquoise
AT5G17680	Grey
AT5G17690	Cyan
AT5G17700	Purple
AT5G17710	Purple
AT5G17720	Brown
AT5G17730	Pink
AT5G17740	Black
AT5G17750	Black
AT5G17760	Salmon
AT5G17770	Greenyellow
AT5G17780	Grey
AT5G17790	Purple
AT5G17800	Pink
AT5G17810	Darkred
AT5G17820	Brown
AT5G17830	Lightyellow
AT5G17840	Purple
AT5G17847	Grey
AT5G17850	Red
AT5G17860	Red
AT5G17870	Turquoise
AT5G17880	Grey
AT5G17890	Grey
AT5G17900	Salmon
AT5G17910	Green
AT5G17920	Greenyellow
AT5G17930	Yellow
AT5G17960	Brown
AT5G17970	Grey
AT5G17980	Blue
AT5G17990	Green
AT5G18000	Salmon
AT5G18010	Midnightblue
AT5G18020	Turquoise
AT5G18030	Turquoise
AT5G18040	Tan
AT5G18050	Midnightblue
AT5G18060	Turquoise
AT5G18065	Grey
AT5G18070	Salmon
AT5G18080	Turquoise
AT5G18090	Salmon
AT5G18100	Turquoise
AT5G18110	Red
AT5G18120	Grey
AT5G18130	Green
AT5G18140	Turquoise
AT5G18150	Red
AT5G18160	Lightyellow
AT5G18170	Grey
AT5G18180	Black
AT5G18190	Grey
AT5G18200	Tan
AT5G18210	Grey
AT5G18220	Grey
AT5G18230	Grey
AT5G18240	Turquoise
AT5G18245	Turquoise
AT5G18250	Grey
AT5G18255	Grey
AT5G18260	Grey
AT5G18270	Lightgreen
AT5G18280	Grey
AT5G18290	Tan
AT5G18300	Grey
AT5G18310	Green
AT5G18320	Lightyellow
AT5G18330	Lightyellow
AT5G18340	Lightyellow
AT5G18350	Green
AT5G18360	Green
AT5G18362	Green
AT5G18370	Green
AT5G18380	Greenyellow
AT5G18390	Grey
AT5G18400	Red
AT5G18403	Cyan
AT5G18404	Turquoise
AT5G18407	Cyan
AT5G18410	Blue
AT5G18420	Yellow
AT5G18430	Purple
AT5G18440	Yellow
AT5G18450	Darkred
AT5G18460	Blue
AT5G18470	Green
AT5G18475	Blue
AT5G18480	Green
AT5G18490	Green
AT5G18500	Blue
AT5G18510	Cyan
AT5G18520	Greenyellow
AT5G18525	Green
AT5G18540	Grey
AT5G18550	Grey
AT5G18560	Brown
AT5G18570	Purple
AT5G18580	Grey
AT5G18590	Purple
AT5G18600	Turquoise
AT5G18610	Red
AT5G18620	Blue
AT5G18630	Turquoise
AT5G18633	Lightgreen
AT5G18636	Lightgreen
AT5G18640	Turquoise
AT5G18650	Turquoise
AT5G18660	Purple
AT5G18661	Brown
AT5G18670	Grey
AT5G18680	Grey
AT5G18690	Blue
AT5G18700	Blue
AT5G18710	Blue
AT5G18720	Salmon
AT5G18730	Blue
AT5G18740	Blue
AT5G18748	Grey
AT5G18750	Yellow
AT5G18760	Turquoise
AT5G18770	Grey
AT5G18780	Green
AT5G18790	Yellow
AT5G18800	Greenyellow
AT5G18810	Yellow
AT5G18820	Royalblue
AT5G18830	Grey
AT5G18840	Brown
AT5G18850	Turquoise
AT5G18860	Brown
AT5G18870	Cyan
AT5G18890	Brown
AT5G18900	Tan
AT5G18910	Magenta
AT5G18920	Yellow
AT5G18930	Blue
AT5G18940	Grey
AT5G18950	Salmon
AT5G18960	Blue
AT5G18970	Blue
AT5G18980	Lightgreen
AT5G18990	Cyan
AT5G19000	Lightgreen
AT5G19010	Grey
AT5G19020	Yellow
AT5G19025	Grey
AT5G19030	Grey
AT5G19040	Brown
AT5G19050	Lightgreen
AT5G19060	Blue
AT5G19070	Red
AT5G19080	Green
AT5G19090	Blue
AT5G19100	Brown
AT5G19110	Brown
AT5G19120	Grey
AT5G19130	Grey
AT5G19140	Turquoise
AT5G19150	Grey
AT5G19151	Grey
AT5G19160	Lightyellow
AT5G19170	Purple
AT5G19172	Pink
AT5G19175	Pink
AT5G19180	Salmon
AT5G19190	Turquoise
AT5G19200	Grey
AT5G19210	Purple
AT5G19220	Turquoise
AT5G19221	Turquoise
AT5G19230	Red
AT5G19240	Red
AT5G19250	Turquoise
AT5G19260	Grey
AT5G19270	Darkorange
AT5G19280	Grey
AT5G19290	Blue
AT5G19300	Yellow
AT5G19310	Royalblue
AT5G19315	Tan
AT5G19320	Yellow
AT5G19330	Grey
AT5G19340	Blue
AT5G19350	Yellow
AT5G19360	Magenta
AT5G19370	Purple
AT5G19380	Grey
AT5G19390	Purple
AT5G19400	Green
AT5G19410	Brown
AT5G19420	Green
AT5G19430	Turquoise
AT5G19440	Yellow
AT5G19450	Red
AT5G19460	Turquoise
AT5G19470	Grey
AT5G19473	Magenta
AT5G19480	Grey
AT5G19485	Yellow
AT5G19490	Lightgreen
AT5G19500	Turquoise
AT5G19510	Greenyellow
AT5G19520	Brown
AT5G19530	Grey
AT5G19540	Turquoise
AT5G19550	Greenyellow
AT5G19560	Brown
AT5G19570	Blue
AT5G19580	Magenta
AT5G19590	Turquoise
AT5G19600	Cyan
AT5G19610	Lightcyan
AT5G19620	Purple
AT5G19630	Grey
AT5G19640	Darkgrey
AT5G19650	Pink
AT5G19660	Grey
AT5G19670	Blue
AT5G19680	Yellow
AT5G19690	Greenyellow
AT5G19700	Pink
AT5G19710	Tan
AT5G19720	Pink
AT5G19729	Cyan
AT5G19730	Blue
AT5G19740	Blue
AT5G19750	Royalblue
AT5G19760	Greenyellow
AT5G19770	Blue
AT5G19780	Blue
AT5G19790	Brown
AT5G19800	Brown
AT5G19810	Grey
AT5G19820	Greenyellow
AT5G19830	Yellow
AT5G19840	Green
AT5G19850	Turquoise
AT5G19855	Turquoise
AT5G19860	Red
AT5G19870	Brown
AT5G19875	Grey
AT5G19880	Steelblue
AT5G19890	Brown
AT5G19900	Grey
AT5G19910	Grey
AT5G19920	Yellow
AT5G19930	Grey
AT5G19940	Turquoise
AT5G19950	Grey
AT5G19960	Green
AT5G19970	Brown
AT5G19980	Green
AT5G19990	Greenyellow
AT5G20000	Lightgreen
AT5G20010	Greenyellow
AT5G20020	Greenyellow
AT5G20030	Black
AT5G20040	Purple
AT5G20045	Brown
AT5G20050	Green
AT5G20060	Blue
AT5G20070	Greenyellow
AT5G20080	Greenyellow
AT5G20090	Greenyellow
AT5G20100	Magenta
AT5G20110	Grey
AT5G20120	Grey
AT5G20130	Purple
AT5G20140	Turquoise
AT5G20150	Grey
AT5G20160	Yellow
AT5G20165	Grey
AT5G20170	Yellow
AT5G20180	Greenyellow
AT5G20190	Grey
AT5G20200	Yellow
AT5G20220	Turquoise
AT5G20225	Turquoise
AT5G20230	Red
AT5G20240	Darkgrey
AT5G20250	Grey
AT5G20260	Steelblue
AT5G20270	Turquoise
AT5G20280	Turquoise
AT5G20290	Greenyellow
AT5G20300	Grey
AT5G20310	Magenta
AT5G20320	Cyan
AT5G20330	Cyan
AT5G20340	Cyan
AT5G20350	Green
AT5G20360	Grey
AT5G20370	Black
AT5G20380	Turquoise
AT5G20390	Magenta
AT5G20400	Green
AT5G20410	Magenta
AT5G20420	Grey
AT5G20430	Black
AT5G20440	Tan
AT5G20450	Blue
AT5G20460	Magenta
AT5G20470	Brown
AT5G20480	Green
AT5G20490	Lightgreen
AT5G20500	Greenyellow
AT5G20510	Grey
AT5G20520	Red
AT5G20540	Blue
AT5G20550	Brown
AT5G20560	Darkorange
AT5G20570	Greenyellow
AT5G20580	Tan
AT5G20590	Blue
AT5G20600	Yellow
AT5G20610	Green
AT5G20620	Grey
AT5G20630	Purple
AT5G20635	Blue
AT5G20640	Grey
AT5G20650	Greenyellow
AT5G20660	Grey
AT5G20670	Turquoise
AT5G20680	Brown
AT5G20690	Magenta
AT5G20700	Turquoise
AT5G20710	Darkgrey
AT5G20720	Greenyellow
AT5G20730	Green
AT5G20740	Royalblue
AT5G20750	Orange
AT5G20790	Grey
AT5G20810	Magenta
AT5G20820	Grey
AT5G20830	Grey
AT5G20840	Turquoise
AT5G20850	Blue
AT5G20860	Brown
AT5G20870	Grey
AT5G20885	Blue
AT5G20890	Greenyellow
AT5G20900	Red
AT5G20910	Lightgreen
AT5G20920	Greenyellow
AT5G20930	Yellow
AT5G20935	Turquoise
AT5G20940	Black
AT5G20950	Grey
AT5G20960	Green
AT5G20970	Grey
AT5G20980	Royalblue
AT5G20990	Green
AT5G21010	Salmon
AT5G21020	Turquoise
AT5G21030	Grey
AT5G21040	Grey
AT5G21050	Lightcyan
AT5G21060	Blue
AT5G21070	Grey
AT5G21080	Lightcyan
AT5G21090	Greenyellow
AT5G21100	Turquoise
AT5G21105	Grey
AT5G21120	Brown
AT5G21130	Brown
AT5G21140	Yellow
AT5G21150	Salmon
AT5G21160	Yellow
AT5G21170	Turquoise
AT5G21222	Turquoise
AT5G21274	Greenyellow
AT5G21280	Grey
AT5G21326	Turquoise
AT5G21430	Turquoise
AT5G21482	Grey
AT5G21900	Lightyellow
AT5G21910	Turquoise
AT5G21920	Purple
AT5G21930	Turquoise
AT5G21940	Red
AT5G21950	Black
AT5G21960	Magenta
AT5G21970	Yellow
AT5G21990	Lightgreen
AT5G22000	Red
AT5G22010	Yellow
AT5G22020	Black
AT5G22030	Grey
AT5G22040	Yellow
AT5G22050	Turquoise
AT5G22060	Greenyellow
AT5G22070	Grey
AT5G22080	Grey
AT5G22090	Turquoise
AT5G22100	Yellow
AT5G22110	Blue
AT5G22120	Grey
AT5G22130	Yellow
AT5G22140	Brown
AT5G22150	Pink
AT5G22160	Black
AT5G22170	Black
AT5G22180	Black
AT5G22190	Black
AT5G22200	Salmon
AT5G22210	Turquoise
AT5G22220	Black
AT5G22240	Grey
AT5G22250	Red
AT5G22260	Black
AT5G22270	Green
AT5G22280	Salmon
AT5G22290	Grey
AT5G22300	Grey
AT5G22310	Grey
AT5G22320	Yellow
AT5G22330	Yellow
AT5G22340	Purple
AT5G22350	Green
AT5G22355	Brown
AT5G22360	Green
AT5G22370	Yellow
AT5G22380	Green
AT5G22390	Turquoise
AT5G22400	Grey
AT5G22410	Brown
AT5G22420	Steelblue
AT5G22430	Black
AT5G22440	Greenyellow
AT5G22450	Red
AT5G22460	Tan
AT5G22470	Darkred
AT5G22480	Yellow
AT5G22490	Grey
AT5G22500	Blue
AT5G22510	Turquoise
AT5G22520	Darkgreen
AT5G22530	Green
AT5G22540	Green
AT5G22545	Green
AT5G22550	Brown
AT5G22555	Brown
AT5G22560	Brown
AT5G22570	Green
AT5G22580	Turquoise
AT5G22600	Steelblue
AT5G22608	Grey
AT5G22610	Tan
AT5G22620	Turquoise
AT5G22630	Red
AT5G22640	Purple
AT5G22650	Greenyellow
AT5G22660	Brown
AT5G22670	Black
AT5G22680	Midnightblue
AT5G22690	Red
AT5G22700	Turquoise
AT5G22720	Turquoise
AT5G22730	Salmon
AT5G22740	Blue
AT5G22750	Blue
AT5G22760	Grey
AT5G22770	Green
AT5G22780	Green
AT5G22788	Yellow
AT5G22790	Yellow
AT5G22791	Pink
AT5G22794	Blue
AT5G22800	Turquoise
AT5G22810	Pink
AT5G22820	Grey
AT5G22830	Turquoise
AT5G22840	Yellow
AT5G22850	Red
AT5G22860	Red
AT5G22870	Brown
AT5G22875	Grey
AT5G22880	Blue
AT5G22890	Brown
AT5G22920	Turquoise
AT5G22930	Blue
AT5G22940	Blue
AT5G22950	Grey
AT5G22960	Steelblue
AT5G22970	Cyan
AT5G22980	Salmon
AT5G22990	Tan
AT5G23000	Brown
AT5G23010	Turquoise
AT5G23020	Brown
AT5G23030	Brown
AT5G23035	Cyan
AT5G23040	Turquoise
AT5G23050	Turquoise
AT5G23060	Turquoise
AT5G23065	Grey
AT5G23070	Royalblue
AT5G23080	Grey
AT5G23090	Grey
AT5G23100	Blue
AT5G23110	Green
AT5G23120	Turquoise
AT5G23130	Red
AT5G23140	Greenyellow
AT5G23150	Red
AT5G23155	Grey
AT5G23160	Magenta
AT5G23170	Grey
AT5G23180	Tan
AT5G23190	Brown
AT5G23200	Yellow
AT5G23210	Grey
AT5G23212	Tan
AT5G23220	Brown
AT5G23230	Lightgreen
AT5G23235	Turquoise
AT5G23240	Turquoise
AT5G23250	Yellow
AT5G23260	Salmon
AT5G23270	Magenta
AT5G23280	Turquoise
AT5G23290	Greenyellow
AT5G23300	Yellow
AT5G23310	Purple
AT5G23320	Grey
AT5G23330	Grey
AT5G23340	Grey
AT5G23350	Blue
AT5G23360	Grey
AT5G23370	Tan
AT5G23380	Grey
AT5G23390	Grey
AT5G23395	Yellow
AT5G23400	Blue
AT5G23405	Salmon
AT5G23410	Grey
AT5G23411	Grey
AT5G23413	Black
AT5G23420	Blue
AT5G23430	Blue
AT5G23440	Turquoise
AT5G23450	Red
AT5G23460	Grey
AT5G23470	Black
AT5G23480	Royalblue
AT5G23490	Green
AT5G23510	Green
AT5G23520	Green
AT5G23530	Blue
AT5G23535	Yellow
AT5G23540	Greenyellow
AT5G23550	Pink
AT5G23570	Cyan
AT5G23575	Yellow
AT5G23580	Salmon
AT5G23590	Red
AT5G23600	Grey
AT5G23610	Salmon
AT5G23630	Yellow
AT5G23650	Tan
AT5G23660	Red
AT5G23670	Grey
AT5G23680	Salmon
AT5G23690	Yellow
AT5G23700	Black
AT5G23710	Yellow
AT5G23720	Brown
AT5G23730	Grey
AT5G23740	Greenyellow
