Gene name	Module
AT1G53100	Green
AT1G53110	Grey
AT1G53120	Purple
AT1G53130	Cyan
AT1G53140	Blue
AT1G53160	Grey
AT1G53163	Brown
AT1G53165	Green
AT1G53170	Grey
AT1G53180	Brown
AT1G53190	Magenta
AT1G53200	Yellow
AT1G53210	Turquoise
AT1G53230	Purple
AT1G53233	Purple
AT1G53240	Greenyellow
AT1G53250	Purple
AT1G53260	Grey
AT1G53270	Brown
AT1G53280	Pink
AT1G53282	Pink
AT1G53285	Pink
AT1G53290	Blue
AT1G53300	Blue
AT1G53310	Brown
AT1G53320	Red
AT1G53330	Yellow
AT1G53340	Brown
AT1G53345	Yellow
AT1G53350	Turquoise
AT1G53360	Black
AT1G53370	Black
AT1G53380	Blue
AT1G53390	Green
AT1G53400	Grey
AT1G53410	Grey
AT1G53420	Tan
AT1G53430	Turquoise
AT1G53440	Green
AT1G53450	Turquoise
AT1G53460	Yellow
AT1G53470	Brown
AT1G53480	Grey
AT1G53490	Yellow
AT1G53500	Grey
AT1G53510	Grey
AT1G53520	Blue
AT1G53530	Yellow
AT1G53540	Grey60
AT1G53541	Greenyellow
AT1G53542	Yellow
AT1G53543	Yellow
AT1G53550	Black
AT1G53560	Turquoise
AT1G53570	Green
AT1G53580	Red
AT1G53590	Green
AT1G53600	Yellow
AT1G53610	Brown
AT1G53620	Green
AT1G53625	Green
AT1G53633	Brown
AT1G53635	Brown
AT1G53640	Salmon
AT1G53645	Yellow
AT1G53650	Grey
AT1G53660	Brown
AT1G53670	Turquoise
AT1G53680	Brown
AT1G53690	Pink
AT1G53700	Blue
AT1G53708	Brown
AT1G53710	Salmon
AT1G53720	Yellow
AT1G53730	Purple
AT1G53750	Greenyellow
AT1G53760	Grey
AT1G53770	Salmon
AT1G53780	Red
AT1G53785	Grey
AT1G53790	Grey
AT1G53800	Purple
AT1G53801	Purple
AT1G53820	Black
AT1G53830	Brown
AT1G53840	Grey
AT1G53850	Greenyellow
AT1G53860	Blue
AT1G53870	Turquoise
AT1G53880	Yellow
AT1G53885	Red
AT1G53887	Grey
AT1G53890	Turquoise
AT1G53900	Yellow
AT1G53903	Red
AT1G53910	Grey
AT1G53920	Brown
AT1G53930	Darkorange
AT1G53935	Brown
AT1G53940	Brown
AT1G53950	Tan
AT1G53970	Brown
AT1G53980	Brown
AT1G53990	Brown
AT1G54000	Brown
AT1G54010	Brown
AT1G54020	Salmon
AT1G54030	Grey
AT1G54040	Turquoise
AT1G54050	Grey
AT1G54060	Grey
AT1G54070	Magenta
AT1G54080	Grey
AT1G54090	Green
AT1G54095	Salmon
AT1G54100	Lightgreen
AT1G54110	Purple
AT1G54115	Red
AT1G54120	Brown
AT1G54130	Green
AT1G54140	Salmon
AT1G54150	Salmon
AT1G54160	Red
AT1G54170	Grey
AT1G54180	Blue
AT1G54200	Blue
AT1G54210	Red
AT1G54215	Magenta
AT1G54217	Yellow
AT1G54220	Purple
AT1G54230	Lightyellow
AT1G54240	Lightyellow
AT1G54250	Grey
AT1G54260	Grey
AT1G54270	Greenyellow
AT1G54280	Magenta
AT1G54290	Red
AT1G54300	Black
AT1G54310	Purple
AT1G54320	Green
AT1G54330	Blue
AT1G54340	Grey
AT1G54350	Turquoise
AT1G54355	Turquoise
AT1G54360	Grey
AT1G54370	Grey
AT1G54380	Yellow
AT1G54385	Blue
AT1G54390	Grey
AT1G54400	Blue
AT1G54410	Greenyellow
AT1G54440	Grey
AT1G54445	Tan
AT1G54450	Blue
AT1G54460	Grey
AT1G54470	Grey
AT1G54490	Green
AT1G54500	Turquoise
AT1G54510	Blue
AT1G54520	Turquoise
AT1G54530	Brown
AT1G54540	Brown
AT1G54550	Black
AT1G54560	Lightcyan
AT1G54570	Lightgreen
AT1G54575	Red
AT1G54580	Greenyellow
AT1G54610	Grey
AT1G54620	Lightcyan
AT1G54630	Greenyellow
AT1G54640	Pink
AT1G54650	Blue
AT1G54660	Brown
AT1G54680	Grey
AT1G54690	Yellow
AT1G54700	Lightgreen
AT1G54710	Lightgreen
AT1G54730	Turquoise
AT1G54740	Turquoise
AT1G54760	Brown
AT1G54770	Yellow
AT1G54780	Turquoise
AT1G54790	Turquoise
AT1G54820	Purple
AT1G54830	Salmon
AT1G54840	Blue
AT1G54850	Salmon
AT1G54860	Darkgrey
AT1G54870	Darkred
AT1G54890	Brown
AT1G54920	Grey
AT1G54930	Blue
AT1G54940	Brown
AT1G54950	Brown
AT1G54955	Pink
AT1G54960	Blue
AT1G54970	Brown
AT1G54980	Tan
AT1G54990	Yellow
AT1G55000	Turquoise
AT1G55010	Grey
AT1G55020	Magenta
AT1G55030	Black
AT1G55035	Black
AT1G55040	Yellow
AT1G55050	Black
AT1G55060	Saddlebrown
AT1G55070	Black
AT1G55080	Grey
AT1G55090	Grey
AT1G55100	Grey
AT1G55110	Red
AT1G55120	Magenta
AT1G55130	Blue
AT1G55140	Purple
AT1G55150	Yellow
AT1G55152	Turquoise
AT1G55160	Blue
AT1G55170	Lightgreen
AT1G55175	Grey
AT1G55180	Grey
AT1G55190	Grey
AT1G55200	Blue
AT1G55205	Yellow
AT1G55207	Brown
AT1G55210	Grey
AT1G55230	Green
AT1G55240	Brown
AT1G55250	Grey
AT1G55260	Turquoise
AT1G55265	Grey
AT1G55270	Tan
AT1G55280	Lightgreen
AT1G55290	Brown
AT1G55300	Black
AT1G55310	Red
AT1G55320	Black
AT1G55325	Grey
AT1G55330	Blue
AT1G55340	Purple
AT1G55350	Blue
AT1G55360	Blue
AT1G55365	Green
AT1G55370	Turquoise
AT1G55380	Brown
AT1G55390	Brown
AT1G55410	Magenta
AT1G55420	Brown
AT1G55430	Brown
AT1G55440	Brown
AT1G55450	Green
AT1G55460	Grey
AT1G55475	Green
AT1G55480	Turquoise
AT1G55490	Purple
AT1G55500	Yellow
AT1G55510	Grey
AT1G55520	Grey
AT1G55525	Lightgreen
AT1G55530	Red
AT1G55535	Grey
AT1G55540	Blue
AT1G55546	Grey
AT1G55550	Pink
AT1G55560	Magenta
AT1G55570	Magenta
AT1G55580	Brown
AT1G55590	Green
AT1G55600	Darkorange
AT1G55610	Green
AT1G55620	Brown
AT1G55630	Yellow
AT1G55640	Brown
AT1G55650	Tan
AT1G55660	Cyan
AT1G55670	Turquoise
AT1G55675	Turquoise
AT1G55680	Grey
AT1G55690	Blue
AT1G55700	Brown
AT1G55710	Darkturquoise
AT1G55720	Grey
AT1G55730	Red
AT1G55740	Brown
AT1G55750	Yellow
AT1G55760	Grey
AT1G55770	Black
AT1G55790	Tan
AT1G55800	Grey
AT1G55805	Purple
AT1G55810	Pink
AT1G55820	Yellow
AT1G55830	Green
AT1G55840	Grey
AT1G55850	Turquoise
AT1G55860	Grey
AT1G55870	Yellow
AT1G55880	Cyan
AT1G55890	Yellow
AT1G55900	Yellow
AT1G55910	Grey
AT1G55915	Grey
AT1G55920	Red
AT1G55928	Lightyellow
AT1G55930	Purple
AT1G55940	Brown
AT1G55950	Grey
AT1G55960	Turquoise
AT1G55964	Grey
AT1G55970	Turquoise
AT1G55980	Turquoise
AT1G55990	Brown
AT1G56000	Turquoise
AT1G56010	Grey
AT1G56020	Yellow
AT1G56030	Black
AT1G56040	Tan
AT1G56045	Greenyellow
AT1G56050	Purple
AT1G56060	Darkgreen
AT1G56070	Greenyellow
AT1G56080	Tan
AT1G56090	Red
AT1G56100	Tan
AT1G56110	Yellow
AT1G56120	Green
AT1G56130	Yellow
AT1G56140	Green
AT1G56145	Green
AT1G56150	Green
AT1G56160	Brown
AT1G56165	Grey
AT1G56170	Pink
AT1G56180	Turquoise
AT1G56190	Turquoise
AT1G56200	Turquoise
AT1G56210	Blue
AT1G56220	Turquoise
AT1G56230	Grey
AT1G56233	Tan
AT1G56240	Red
AT1G56242	Red
AT1G56250	Red
AT1G56260	Grey
AT1G56280	Turquoise
AT1G56290	Yellow
AT1G56300	Grey
AT1G56310	Grey
AT1G56320	Brown
AT1G56330	Greenyellow
AT1G56340	Greenyellow
AT1G56345	Yellow
AT1G56350	Yellow
AT1G56360	Black
AT1G56380	Black
AT1G56385	Cyan
AT1G56390	Darkturquoise
AT1G56400	Tan
AT1G56410	Darkturquoise
AT1G56415	Darkorange
AT1G56418	Cyan
AT1G56420	Tan
AT1G56423	Grey
AT1G56430	Turquoise
AT1G56440	Grey
AT1G56450	Greenyellow
AT1G56460	Green
AT1G56470	Green
AT1G56480	Lightgreen
AT1G56490	Lightgreen
AT1G56500	Turquoise
AT1G56510	Red
AT1G56520	Turquoise
AT1G56540	Green
AT1G56550	Brown
AT1G56553	Salmon
AT1G56555	Grey
AT1G56560	Grey
AT1G56570	Royalblue
AT1G56580	Greenyellow
AT1G56590	Blue
AT1G56600	Red
AT1G56610	Green
AT1G56612	Turquoise
AT1G56620	Salmon
AT1G56630	Brown
AT1G56650	Grey
AT1G56660	Red
AT1G56670	Blue
AT1G56680	Brown
AT1G56690	Yellow
AT1G56700	Tan
AT1G56710	Salmon
AT1G56720	Blue
AT1G57540	Pink
AT1G57550	Lightcyan
AT1G57560	Grey
AT1G57565	Pink
AT1G57570	Brown
AT1G57580	Pink
AT1G57590	Grey
AT1G57600	Grey
AT1G57610	Yellow
AT1G57620	Salmon
AT1G57630	Green
AT1G57650	Green
AT1G57660	Yellow
AT1G57670	Grey
AT1G57680	Grey
AT1G57690	Lightyellow
AT1G57700	Blue
AT1G57720	Greenyellow
AT1G57730	Lightyellow
AT1G57750	Magenta
AT1G57760	Cyan
AT1G57765	Grey
AT1G57770	Turquoise
AT1G57775	Cyan
AT1G57777	Cyan
AT1G57780	Pink
AT1G57790	Turquoise
AT1G57800	Pink
AT1G57810	Grey60
AT1G57820	Blue
AT1G57835	Brown
AT1G57840	Grey
AT1G57850	Green
AT1G57860	Greenyellow
AT1G57870	Grey
AT1G57906	Grey
AT1G57943	Green
AT1G57980	Turquoise
AT1G57990	Red
AT1G58007	Brown
AT1G58025	Yellow
AT1G58030	Red
AT1G58037	Brown
AT1G58050	Darkgrey
AT1G58055	Tan
AT1G58060	Grey
AT1G58070	Grey
AT1G58080	Turquoise
AT1G58090	Black
AT1G58100	Red
AT1G58110	Grey
AT1G58120	Magenta
AT1G58122	Magenta
AT1G58130	Grey60
AT1G58150	Turquoise
AT1G58160	Grey
AT1G58170	Grey
AT1G58180	Red
AT1G58190	Green
AT1G58200	Red
AT1G58210	Lightcyan
AT1G58220	Grey
AT1G58225	Green
AT1G58230	Grey
AT1G58235	Red
AT1G58242	Cyan
AT1G58245	Cyan
AT1G58248	Cyan
AT1G58250	Blue
AT1G58270	Brown
AT1G58280	Grey
AT1G58290	Turquoise
AT1G58300	Green
AT1G58310	Grey
AT1G58320	Brown
AT1G58330	Grey
AT1G58340	Red
AT1G58350	Grey
AT1G58360	Grey
AT1G58370	Brown
AT1G58380	Yellow
AT1G58390	Grey
AT1G58400	Brown
AT1G58410	Brown
AT1G58420	Red
AT1G58430	Darkgrey
AT1G58440	Grey
AT1G58460	Grey
AT1G58470	Black
AT1G58520	Turquoise
AT1G58590	Grey
AT1G58602	Turquoise
AT1G58643	Brown
AT1G58684	Yellow
AT1G58725	Purple
AT1G58766	Black
AT1G58807	Turquoise
AT1G58808	Brown
AT1G58848	Turquoise
AT1G58936	Brown
AT1G58983	Yellow
AT1G59030	Purple
AT1G59077	Black
AT1G59124	Turquoise
AT1G59171	Brown
AT1G59218	Turquoise
AT1G59265	Grey
AT1G59312	Brown
AT1G59359	Yellow
AT1G59406	Purple
AT1G59453	Black
AT1G59500	Tan
AT1G59510	Grey
AT1G59520	Grey
AT1G59530	Brown
AT1G59540	Blue
AT1G59550	Black
AT1G59560	Blue
AT1G59580	Green
AT1G59590	Green
AT1G59600	Yellow
AT1G59610	Green
AT1G59620	Green
AT1G59630	Black
AT1G59640	Magenta
AT1G59650	Grey
AT1G59660	Salmon
AT1G59670	Pink
AT1G59675	Black
AT1G59690	Black
AT1G59700	Turquoise
AT1G59710	Green
AT1G59720	Purple
AT1G59725	Brown
AT1G59730	Tan
AT1G59740	Grey
AT1G59750	Grey
AT1G59760	Yellow
AT1G59780	Brown
AT1G59790	Black
AT1G59800	Pink
AT1G59810	Grey
AT1G59820	Green
AT1G59830	Grey
AT1G59835	Cyan
AT1G59840	Purple
AT1G59850	Grey
AT1G59860	Grey
AT1G59865	Red
AT1G59870	Green
AT1G59890	Grey
AT1G59900	Turquoise
AT1G59910	Red
AT1G59920	Pink
AT1G59930	Pink
AT1G59940	Brown
AT1G59950	Green
AT1G59960	Brown
AT1G59970	Grey
AT1G59980	Purple
AT1G59990	Royalblue
AT1G60000	Turquoise
AT1G60010	Turquoise
AT1G60030	Tan
AT1G60040	Tan
AT1G60050	Brown
AT1G60060	Salmon
AT1G60070	Blue
AT1G60080	Yellow
AT1G60090	Darkred
AT1G60095	Brown
AT1G60110	Brown
AT1G60120	Grey
AT1G60130	Brown
AT1G60140	Red
AT1G60160	Turquoise
AT1G60170	Greenyellow
AT1G60180	Black
AT1G60190	Red
AT1G60200	Grey
AT1G60220	Grey
AT1G60230	Purple
AT1G60240	Magenta
AT1G60250	Black
AT1G60260	Turquoise
AT1G60270	Grey
AT1G60300	Lightyellow
AT1G60340	Lightyellow
AT1G60350	Lightyellow
AT1G60360	Blue
AT1G60370	Black
AT1G60390	Blue
AT1G60400	Tan
AT1G60410	Magenta
AT1G60420	Grey
AT1G60430	Red
AT1G60440	Red
AT1G60450	Midnightblue
AT1G60460	Blue
AT1G60470	Brown
AT1G60480	Darkturquoise
AT1G60490	Green
AT1G60500	Darkturquoise
AT1G60505	Grey
AT1G60510	Grey
AT1G60520	Brown
AT1G60525	Purple
AT1G60530	Purple
AT1G60540	Green
AT1G60545	Green
AT1G60550	Turquoise
AT1G60560	Yellow
AT1G60570	Black
AT1G60590	Purple
AT1G60600	Purple
AT1G60610	Grey
AT1G60620	Yellow
AT1G60625	Black
AT1G60630	Blue
AT1G60640	Yellow
AT1G60650	Yellow
AT1G60660	Blue
AT1G60670	Red
AT1G60680	Brown
AT1G60690	Purple
AT1G60700	Blue
AT1G60710	Turquoise
AT1G60720	Grey
AT1G60730	Green
AT1G60740	Magenta
AT1G60750	Brown
AT1G60760	Magenta
AT1G60770	Yellow
AT1G60780	Greenyellow
AT1G60783	Cyan
AT1G60790	Blue
AT1G60800	Purple
AT1G60810	Blue
AT1G60815	Cyan
AT1G60830	Grey
AT1G60850	Yellow
AT1G60860	Blue
AT1G60870	Turquoise
AT1G60880	Black
AT1G60890	Grey
AT1G60900	Grey
AT1G60910	Darkred
AT1G60913	Darkorange
AT1G60920	Grey
AT1G60930	Blue
AT1G60940	Turquoise
AT1G60950	Turquoise
AT1G60960	Grey
AT1G60970	Pink
AT1G60980	Brown
AT1G60983	Tan
AT1G60985	Cyan
AT1G60986	Tan
AT1G60987	Tan
AT1G60989	Grey
AT1G60990	Purple
AT1G60995	Grey
AT1G61000	Blue
AT1G61010	Yellow
AT1G61030	Red
AT1G61040	Grey
AT1G61050	Brown
AT1G61060	Pink
AT1G61065	Black
AT1G61070	Lightyellow
AT1G61080	Brown
AT1G61090	Tan
AT1G61093	Tan
AT1G61095	Tan
AT1G61097	Tan
AT1G61100	Grey
AT1G61110	Darkgrey
AT1G61120	Green
AT1G61130	Brown
AT1G61140	Green
AT1G61150	Grey
AT1G61160	Grey
AT1G61165	Turquoise
AT1G61170	Blue
AT1G61180	Green
AT1G61190	Turquoise
AT1G61210	Red
AT1G61215	Grey
AT1G61226	Brown
AT1G61230	Brown
AT1G61240	Blue
AT1G61250	Green
AT1G61255	Tan
AT1G61260	Red
AT1G61270	Brown
AT1G61275	Grey
AT1G61280	Yellow
AT1G61290	Magenta
AT1G61300	Turquoise
AT1G61310	Grey
AT1G61320	Pink
AT1G61330	Pink
AT1G61340	Red
AT1G61350	Blue
AT1G61360	Green
AT1G61370	Green
AT1G61380	Green
AT1G61390	Yellow
AT1G61400	Yellow
AT1G61410	Yellow
AT1G61415	Green
AT1G61420	Green
AT1G61430	Green
AT1G61440	Pink
AT1G61450	Blue
AT1G61460	Green
AT1G61470	Red
AT1G61475	Grey
AT1G61480	Brown
AT1G61490	Yellow
AT1G61500	Purple
AT1G61520	Turquoise
AT1G61540	Black
AT1G61550	Grey
AT1G61560	Green
AT1G61563	Magenta
AT1G61566	Magenta
AT1G61570	Yellow
AT1G61575	Purple
AT1G61580	Yellow
AT1G61590	Brown
AT1G61600	Grey
AT1G61610	Red
AT1G61620	Red
AT1G61630	Black
AT1G61640	Yellow
AT1G61660	Red
AT1G61667	Green
AT1G61670	Salmon
AT1G61680	Magenta
AT1G61688	Darkorange
AT1G61690	Red
AT1G61700	Darkgrey
AT1G61710	Grey
AT1G61720	Tan
AT1G61730	Yellow
AT1G61732	Steelblue
AT1G61740	Turquoise
AT1G61750	Brown
AT1G61760	Blue
AT1G61770	Greenyellow
AT1G61780	Greenyellow
AT1G61790	Greenyellow
AT1G61795	Grey
AT1G61800	Pink
AT1G61810	Red
AT1G61820	Grey
AT1G61830	Grey
AT1G61840	Brown
AT1G61850	Grey
AT1G61860	Magenta
AT1G61870	Yellow
AT1G61890	Red
AT1G61900	Blue
AT1G61920	Black
AT1G61930	Black
AT1G61940	Darkgrey
AT1G61950	Brown
AT1G61960	Yellow
AT1G61970	Grey
AT1G61980	Yellow
AT1G61990	Yellow
AT1G62000	Pink
AT1G62010	Yellow
AT1G62020	Blue
AT1G62030	Blue
AT1G62035	Grey
AT1G62040	Grey
AT1G62045	Brown
AT1G62050	Blue
AT1G62060	Pink
AT1G62070	Pink
AT1G62080	Pink
AT1G62085	Yellow
AT1G62090	Brown
AT1G62110	Yellow
AT1G62120	Blue
AT1G62130	Lightyellow
AT1G62150	Yellow
AT1G62160	Lightyellow
AT1G62170	Turquoise
AT1G62180	Turquoise
AT1G62181	Blue
AT1G62190	Brown
AT1G62200	Green
AT1G62220	Pink
AT1G62225	Pink
AT1G62230	Purple
AT1G62240	Lightgreen
AT1G62250	Turquoise
AT1G62260	Yellow
AT1G62262	Brown
AT1G62270	Black
AT1G62280	Brown
AT1G62290	Grey
AT1G62300	Green
AT1G62305	Black
AT1G62310	Red
AT1G62320	Brown
AT1G62330	Blue
AT1G62333	Tan
AT1G62340	Pink
AT1G62350	Yellow
AT1G62355	Yellow
AT1G62360	Grey
AT1G62370	Grey
AT1G62380	Turquoise
AT1G62390	Royalblue
AT1G62400	Turquoise
AT1G62410	Tan
AT1G62420	Red
AT1G62422	Green
AT1G62430	Turquoise
AT1G62440	Brown
AT1G62450	Lightcyan
AT1G62480	Grey
AT1G62490	Blue
AT1G62500	Cyan
AT1G62510	Turquoise
AT1G62520	Blue
AT1G62530	Black
AT1G62540	Grey
AT1G62560	Turquoise
AT1G62570	Lightgreen
AT1G62580	Darkred
AT1G62590	Blue
AT1G62600	Green
AT1G62610	Grey
AT1G62620	Lightgreen
AT1G62630	Turquoise
AT1G62640	Blue
AT1G62650	Lightgreen
AT1G62660	Brown
AT1G62670	Blue
AT1G62680	Blue
AT1G62690	Black
AT1G62700	Grey
AT1G62710	Grey
AT1G62720	Yellow
AT1G62730	Yellow
AT1G62740	Greenyellow
AT1G62750	Turquoise
AT1G62760	Lightgreen
AT1G62766	Grey
AT1G62770	Brown
AT1G62780	Turquoise
AT1G62790	Grey
AT1G62800	Grey
AT1G62810	Green
AT1G62820	Grey
AT1G62830	Blue
AT1G62835	Turquoise
AT1G62840	Green
AT1G62850	Turquoise
AT1G62860	Yellow
AT1G62870	Blue
AT1G62880	Salmon
AT1G62886	Grey
AT1G62900	Pink
AT1G62910	Yellow
AT1G62914	Grey
AT1G62920	Turquoise
AT1G62930	Blue
AT1G62935	Brown
AT1G62940	Lightyellow
AT1G62950	Blue
AT1G62960	Turquoise
AT1G62970	Blue
AT1G62975	Brown
AT1G62980	Brown
AT1G62981	Blue
AT1G62990	Pink
AT1G63000	Greenyellow
AT1G63005	Midnightblue
AT1G63010	Red
AT1G63020	Salmon
AT1G63030	Grey
AT1G63040	Grey
AT1G63050	Yellow
AT1G63055	Tan
AT1G63057	Tan
AT1G63060	Lightcyan
AT1G63070	Blue
AT1G63080	Blue
AT1G63090	Red
AT1G63100	Blue
AT1G63105	Tan
AT1G63110	Blue
AT1G63120	Pink
AT1G63130	Blue
AT1G63140	Pink
AT1G63150	Yellow
AT1G63160	Yellow
AT1G63170	Grey
AT1G63180	Grey
AT1G63190	Pink
AT1G63200	Pink
AT1G63205	Black
AT1G63206	Darkgrey
AT1G63210	Black
AT1G63220	Tan
AT1G63230	Blue
AT1G63240	Turquoise
AT1G63245	Green
AT1G63250	Yellow
AT1G63260	Blue
AT1G63270	Yellow
AT1G63280	Midnightblue
AT1G63290	Greenyellow
AT1G63295	Grey
AT1G63300	Blue
AT1G63310	Grey
AT1G63320	Darkturquoise
AT1G63330	Blue
AT1G63340	Darkred
AT1G63350	Green
AT1G63360	Turquoise
AT1G63370	Lightgreen
AT1G63380	Grey
AT1G63390	Green
AT1G63400	Blue
AT1G63410	Brown
AT1G63420	Blue
AT1G63430	Blue
AT1G63440	Lightgreen
AT1G63450	Brown
AT1G63460	Grey
AT1G63470	Blue
AT1G63480	Blue
AT1G63490	Grey
AT1G63500	Green
AT1G63520	Blue
AT1G63522	Darkorange
AT1G63530	Lightgreen
AT1G63540	Orange
AT1G63550	Brown
AT1G63560	Brown
AT1G63570	Brown
AT1G63580	Brown
AT1G63590	Brown
AT1G63600	Brown
AT1G63610	Purple
AT1G63630	Blue
AT1G63640	Blue
AT1G63650	Blue
AT1G63660	Yellow
AT1G63670	Blue
AT1G63680	Purple
AT1G63690	Turquoise
AT1G63700	Grey
AT1G63710	Lightcyan
AT1G63720	Red
AT1G63730	Grey
AT1G63740	Green
AT1G63750	Green
AT1G63760	Red
AT1G63770	Turquoise
AT1G63780	Yellow
AT1G63800	Turquoise
AT1G63810	Yellow
AT1G63820	Pink
AT1G63830	Red
AT1G63840	Red
AT1G63850	Blue
AT1G63855	Turquoise
AT1G63860	Green
AT1G63870	Red
AT1G63880	Turquoise
AT1G63900	Green
AT1G63910	Pink
AT1G63930	Lightcyan
AT1G63940	Blue
AT1G63950	Cyan
AT1G63960	Cyan
AT1G63970	Turquoise
AT1G63980	Grey
AT1G63990	Grey
AT1G64000	Brown
AT1G64010	Grey
AT1G64020	Grey
AT1G64030	Black
AT1G64035	Tan
AT1G64040	Green
AT1G64050	Grey
AT1G64060	Red
AT1G64065	Green
AT1G64070	Darkgreen
AT1G64080	Grey
AT1G64090	Greenyellow
AT1G64100	Grey
AT1G64105	Grey
AT1G64107	Darkorange
AT1G64110	Darkred
AT1G64130	Pink
AT1G64140	Red
AT1G64142	Red
AT1G64150	Turquoise
AT1G64160	Brown
AT1G64170	Green
AT1G64180	Grey
AT1G64185	Yellow
AT1G64190	Brown
AT1G64195	Grey
AT1G64200	Grey
AT1G64210	Brown
AT1G64220	Yellow
AT1G64230	Turquoise
AT1G64235	Magenta
AT1G64240	Salmon
AT1G64250	Blue
AT1G64255	Black
AT1G64260	Salmon
AT1G64280	Green
AT1G64290	Pink
AT1G64295	Tan
AT1G64300	Magenta
AT1G64310	Yellow
AT1G64320	Magenta
AT1G64330	Grey
AT1G64340	Steelblue
AT1G64350	Yellow
AT1G64355	Turquoise
AT1G64360	Skyblue
AT1G64370	Turquoise
AT1G64380	Grey
AT1G64385	Grey
AT1G64390	Blue
AT1G64400	Grey
AT1G64405	Grey
AT1G64430	Turquoise
AT1G64440	Brown
AT1G64450	Blue
AT1G64460	Grey
AT1G64470	Grey
AT1G64480	Brown
AT1G64490	Greenyellow
AT1G64500	Turquoise
AT1G64510	Turquoise
AT1G64520	Greenyellow
AT1G64530	Brown
AT1G64540	Pink
AT1G64550	Yellow
AT1G64560	Red
AT1G64561	Red
AT1G64563	Red
AT1G64570	Green
AT1G64572	Red
AT1G64580	Blue
AT1G64583	Blue
AT1G64585	Pink
AT1G64590	Brown
AT1G64600	Yellow
AT1G64610	Red
AT1G64618	Tan
AT1G64620	Salmon
AT1G64625	Blue
AT1G64628	Magenta
AT1G64630	Magenta
AT1G64640	Blue
AT1G64650	Blue
AT1G64660	Tan
AT1G64670	Blue
AT1G64680	Turquoise
AT1G64690	Blue
AT1G64700	Grey
AT1G64710	Turquoise
AT1G64720	Turquoise
AT1G64740	Magenta
AT1G64750	Greenyellow
AT1G64760	Blue
AT1G64770	Turquoise
AT1G64780	Black
AT1G64790	Yellow
AT1G64800	Pink
AT1G64810	Red
AT1G64820	Grey
AT1G64830	Darkorange
AT1G64840	Cyan
AT1G64850	Turquoise
AT1G64860	Turquoise
AT1G64870	Tan
AT1G64880	Yellow
AT1G64890	Green
AT1G64900	Turquoise
AT1G64910	Brown
AT1G64920	Brown
AT1G64930	Brown
AT1G64940	Red
AT1G64950	Red
AT1G64960	Blue
AT1G64970	Grey
AT1G64980	Turquoise
AT1G64990	Grey
AT1G65000	Grey
AT1G65010	Blue
AT1G65020	Yellow
AT1G65030	Yellow
AT1G65032	Yellow
AT1G65040	Grey
AT1G65050	Salmon
AT1G65060	Grey
AT1G65070	Turquoise
AT1G65080	Yellow
AT1G65090	Darkred
AT1G65110	Yellow
AT1G65113	Lightcyan
AT1G65120	Lightyellow
AT1G65130	Lightyellow
AT1G65140	Lightyellow
AT1G65150	Salmon
AT1G65160	Lightyellow
AT1G65170	Lightyellow
AT1G65180	Blue
AT1G65190	Turquoise
AT1G65200	Lightyellow
AT1G65220	Greenyellow
AT1G65230	Turquoise
AT1G65240	Tan
AT1G65250	Green
AT1G65260	Turquoise
AT1G65270	Greenyellow
AT1G65280	Grey
AT1G65290	Greenyellow
AT1G65295	Blue
AT1G65300	Tan
AT1G65310	Brown
AT1G65320	Turquoise
AT1G65330	Tan
AT1G65340	Darkred
AT1G65342	Black
AT1G65346	Midnightblue
AT1G65347	Midnightblue
AT1G65350	Darkturquoise
AT1G65352	Cyan
AT1G65360	Tan
AT1G65370	Salmon
AT1G65380	Blue
AT1G65385	Black
AT1G65390	Turquoise
AT1G65410	Turquoise
AT1G65420	Purple
AT1G65430	Red
AT1G65440	Cyan
AT1G65450	Grey
AT1G65470	Blue
AT1G65480	Pink
AT1G65481	Brown
AT1G65483	Darkgreen
AT1G65484	Grey
AT1G65485	Brown
AT1G65486	Green
AT1G65490	Turquoise
AT1G65500	Green
AT1G65510	Green
AT1G65520	Green
AT1G65540	Green
AT1G65541	Green
AT1G65550	Cyan
AT1G65560	Yellow
AT1G65570	Brown
AT1G65580	Red
AT1G65590	Turquoise
AT1G65610	Brown
AT1G65620	Black
AT1G65630	Magenta
AT1G65640	Tan
AT1G65650	Yellow
AT1G65660	Red
AT1G65670	Brown
AT1G65680	Brown
AT1G65690	Green
AT1G65700	Yellow
AT1G65710	Blue
AT1G65720	Grey
AT1G65730	Salmon
AT1G65740	Salmon
AT1G65760	Grey
AT1G65770	Tan
AT1G65780	Black
AT1G65790	Green
AT1G65800	Turquoise
AT1G65810	Black
AT1G65820	Green
AT1G65840	Brown
AT1G65845	Green
AT1G65850	Brown
AT1G65860	Turquoise
AT1G65870	Turquoise
AT1G65875	Magenta
AT1G65880	Grey
AT1G65890	Red
AT1G65900	Blue
AT1G65910	Blue
AT1G65920	Blue
AT1G65930	Greenyellow
AT1G65950	Grey
AT1G65960	Turquoise
AT1G65970	Magenta
AT1G65980	Greenyellow
AT1G65985	Brown
AT1G65990	Pink
AT1G66000	Black
AT1G66020	Brown
AT1G66030	Brown
AT1G66040	Blue
AT1G66050	Blue
AT1G66060	Black
AT1G66070	Greenyellow
AT1G66080	Grey
AT1G66090	Red
AT1G66100	Turquoise
AT1G66110	Lightyellow
AT1G66120	Magenta
AT1G66130	Turquoise
AT1G66140	Grey
AT1G66150	Turquoise
AT1G66160	Red
